unix_time,vhcl_id,stdr_ymd,stdr_hm,stdr_ss,lon,lat,alt,spd,allowed_spd,agl,slp,vhcl_typ,from_inter_id,to_inter_id,dist2to_inter,turn_typ2to_inter,edge_grp_id,edge_id,lane_id,seg_id,nxt_inter_id,dist2nxt_inter,turn_typ2nxt_inter,nxt_inter_sig_st,nxt_inter_phs_no,que_all,que_200,que_200_500,que_500,tl
1660076099,passenger_1660075260_1660075980_27,20220810,514,59,126.76148355825782,37.496396021198336,0.0,0.0020533536426507,15.022035,11.190023036950445,0.0,1,SN20220920170319F,201300,20.0,,SN20220920170319F_201300,477610053_02020202_01,477610053_02020202_01_1,477610053_02020202_01_1_006,,,,,,1,1,2,2,0.9998633105539528
1660076005,passenger_1660075260_1660075980_28,20220810,513,25,126.76316617586258,37.49913284610432,0.0,0.0,13.694151,87.6643316258559,0.0,1,,,,,,,477649575_01_02_0,,,,,,,1,2,2,2,1.0
1660076099,passenger_1660075260_1660075980_28,20220810,514,59,126.76270033425666,37.49929369158995,0.0,0.0,13.694151,280.3339380019346,0.0,1,202958,201301,59.95,,202958_201301,:203038_0,:203038_0_0,:203038_0_0_001,,,,,,1,1,2,2,1.0
1660076006,passenger_1660075260_1660075980_29,20220810,513,26,126.76710808988508,37.50232223311282,0.0,0.0,15.897105000000002,11.487731627941004,0.0,1,,,,,,,477604040_02_01_0,,,,,,,1,2,2,2,1.0
1660076099,passenger_1660075260_1660075980_29,20220810,514,59,126.7674888719471,37.50423205487529,0.0,18.69484585603565,19.078815,277.6539711025152,0.0,1,,,,,,,:204811_4_3,,,,,,,0,2,2,2,0.0201254188986239
1660076007,passenger_1660075260_1660075980_31,20220810,513,27,126.75598551565535,37.50005584813314,0.0,0.0,19.730612,98.70825820648456,0.0,1,,,,,,,477666532_0102_01_0,,,,,,,1,2,2,2,1.0
1660076099,passenger_1660075260_1660075980_31,20220810,514,59,126.75627333882476,37.500060571398144,0.0,0.0,19.730612,102.507216535888,0.0,1,,,,,,,477666532_02_01_2,,,,,,,1,2,2,2,1.0
1660076008,passenger_1660075260_1660075980_32,20220810,513,28,126.75389889078602,37.50566173852193,0.0,0.0,22.146048,93.1798301198638,0.0,1,,,,,,,477767118_0102_02_0,,,,,,,1,2,2,2,1.0
1660076099,passenger_1660075260_1660075980_32,20220810,514,59,126.75761770607764,37.50313665683277,0.0,0.0,15.823488,193.0645141703763,0.0,1,cluster_204796_205202,204920,120.0,,cluster_204796_205202_204920,477744474_02,477744474_02_4,477744474_02_4_003,,,,,,1,1,2,2,1.0
1660076009,passenger_1660075260_1660075980_33,20220810,513,29,126.7679672237972,37.49858430867391,0.0,0.0,12.609342000000002,258.5903219142673,0.0,1,,,,,,,477651439_01_0,,,,,,,1,2,2,2,1.0
1660076099,passenger_1660075260_1660075980_33,20220810,514,59,126.76847574593914,37.498516445044906,0.0,4.208714491798474,12.609342000000002,279.1925454490504,0.0,1,SN20220922010955D,201306,100.0,,SN20220922010955D_201306,477649580_01_02,477649580_01_02_0,477649580_01_02_0_003,,,,,,0,0,2,2,0.6662225124991873
1660076012,passenger_1660075260_1660075980_35,20220810,513,32,126.76325914330924,37.5055002317114,0.0,0.0,12.880197,189.4243130724838,0.0,1,,,,,,,477706911_01_01_0,,,,,,,1,2,2,2,1.0
