interid,aringstarttime,signalstate,unix_time
204820,2022-08-10 11:29:59,grrGgrrrrrrrgrrGgrrrrrrr,1660098599
204820,2022-08-10 11:30:02,grrygrrrrrrrgrrygrrrrrrr,1660098602
204820,2022-08-10 11:30:21,grrrgGGGGGrrgrrrgGGGGGrr,1660098621
204820,2022-08-10 11:30:25,grrrgyyyyyrrgrrrgyyyyyrr,1660098625
204820,2022-08-10 11:31:37,grrrgrrrrrGggrrrgrrrrrGg,1660098697
204820,2022-08-10 11:31:41,grrrgrrrrryggrrrgrrrrryg,1660098701
204820,2022-08-10 11:32:07,gGGrgrrrrrrrgGGrgrrrrrrr,1660098727
204820,2022-08-10 11:32:11,gyyrgrrrrrrrgyyrgrrrrrrr,1660098731
204820,2022-08-10 11:32:58,grrGgrrrrrrrgrrGgrrrrrrr,1660098778
204820,2022-08-10 11:33:01,grrygrrrrrrrgrrygrrrrrrr,1660098781
204820,2022-08-10 11:33:21,grrrgGGGGGrrgrrrgGGGGGrr,1660098801
204820,2022-08-10 11:33:25,grrrgyyyyyrrgrrrgyyyyyrr,1660098805
204820,2022-08-10 11:34:37,grrrgrrrrrGggrrrgrrrrrGg,1660098877
204820,2022-08-10 11:34:41,grrrgrrrrryggrrrgrrrrryg,1660098881
204820,2022-08-10 11:35:08,gGGrgrrrrrrrgGGrgrrrrrrr,1660098908
204820,2022-08-10 11:35:12,gyyrgrrrrrrrgyyrgrrrrrrr,1660098912
204820,2022-08-10 11:35:58,grrGgrrrrrrrgrrGgrrrrrrr,1660098958
204820,2022-08-10 11:36:01,grrygrrrrrrrgrrygrrrrrrr,1660098961
204820,2022-08-10 11:36:21,grrrgGGGGGrrgrrrgGGGGGrr,1660098981
204820,2022-08-10 11:36:25,grrrgyyyyyrrgrrrgyyyyyrr,1660098985
204820,2022-08-10 11:37:37,grrrgrrrrrGggrrrgrrrrrGg,1660099057
204820,2022-08-10 11:37:41,grrrgrrrrryggrrrgrrrrryg,1660099061
204820,2022-08-10 11:38:07,gGGrgrrrrrrrgGGrgrrrrrrr,1660099087
204820,2022-08-10 11:38:11,gyyrgrrrrrrrgyyrgrrrrrrr,1660099091
204820,2022-08-10 11:38:59,grrGgrrrrrrrgrrGgrrrrrrr,1660099139
204820,2022-08-10 11:39:02,grrygrrrrrrrgrrygrrrrrrr,1660099142
204820,2022-08-10 11:39:22,grrrgGGGGGrrgrrrgGGGGGrr,1660099162
204820,2022-08-10 11:39:26,grrrgyyyyyrrgrrrgyyyyyrr,1660099166
204820,2022-08-10 11:40:37,grrrgrrrrrGggrrrgrrrrrGg,1660099237
204820,2022-08-10 11:40:41,grrrgrrrrryggrrrgrrrrryg,1660099241
204820,2022-08-10 11:41:07,gGGrgrrrrrrrgGGrgrrrrrrr,1660099267
204820,2022-08-10 11:41:11,gyyrgrrrrrrrgyyrgrrrrrrr,1660099271
204820,2022-08-10 11:41:58,grrGgrrrrrrrgrrGgrrrrrrr,1660099318
204820,2022-08-10 11:42:01,grrygrrrrrrrgrrygrrrrrrr,1660099321
204820,2022-08-10 11:42:21,grrrgGGGGGrrgrrrgGGGGGrr,1660099341
204820,2022-08-10 11:42:25,grrrgyyyyyrrgrrrgyyyyyrr,1660099345
204820,2022-08-10 11:43:38,grrrgrrrrrGggrrrgrrrrrGg,1660099418
204820,2022-08-10 11:43:42,grrrgrrrrryggrrrgrrrrryg,1660099422
204820,2022-08-10 11:44:08,gGGrgrrrrrrrgGGrgrrrrrrr,1660099448
204820,2022-08-10 11:44:12,gyyrgrrrrrrrgyyrgrrrrrrr,1660099452
204822,2022-08-10 11:29:57,grrGgrrrrrrrrgrrGGgrrrrrrr,1660098597
204822,2022-08-10 11:30:01,grrygrrrrrrrrgrryygrrrrrrr,1660098601
204822,2022-08-10 11:30:22,grrrgGGGGGGrrgrrrrgGGGGGrr,1660098622
204822,2022-08-10 11:30:26,grrrgyyyyyyrrgrrrrgyyyyyrr,1660098626
204822,2022-08-10 11:31:38,grrrgrrrrrrGggrrrrgrrrrrGg,1660098698
204822,2022-08-10 11:31:42,grrrgrrrrrryggrrrrgrrrrryg,1660098702
204822,2022-08-10 11:32:08,gGGrgrrrrrrrrgGGrrgrrrrrrr,1660098728
204822,2022-08-10 11:32:12,gyyrgrrrrrrrrgyyrrgrrrrrrr,1660098732
204822,2022-08-10 11:32:57,grrGgrrrrrrrrgrrGGgrrrrrrr,1660098777
204822,2022-08-10 11:33:01,grrygrrrrrrrrgrryygrrrrrrr,1660098781
204822,2022-08-10 11:33:22,grrrgGGGGGGrrgrrrrgGGGGGrr,1660098802
204822,2022-08-10 11:33:26,grrrgyyyyyyrrgrrrrgyyyyyrr,1660098806
204822,2022-08-10 11:34:37,grrrgrrrrrrGggrrrrgrrrrrGg,1660098877
204822,2022-08-10 11:34:41,grrrgrrrrrryggrrrrgrrrrryg,1660098881
204822,2022-08-10 11:35:08,gGGrgrrrrrrrrgGGrrgrrrrrrr,1660098908
204822,2022-08-10 11:35:12,gyyrgrrrrrrrrgyyrrgrrrrrrr,1660098912
204822,2022-08-10 11:35:58,grrGgrrrrrrrrgrrGGgrrrrrrr,1660098958
204822,2022-08-10 11:36:02,grrygrrrrrrrrgrryygrrrrrrr,1660098962
204822,2022-08-10 11:36:23,grrrgGGGGGGrrgrrrrgGGGGGrr,1660098983
204822,2022-08-10 11:36:27,grrrgyyyyyyrrgrrrrgyyyyyrr,1660098987
204822,2022-08-10 11:37:37,grrrgrrrrrrGggrrrrgrrrrrGg,1660099057
204822,2022-08-10 11:37:41,grrrgrrrrrryggrrrrgrrrrryg,1660099061
204822,2022-08-10 11:38:07,gGGrgrrrrrrrrgGGrrgrrrrrrr,1660099087
204822,2022-08-10 11:38:11,gyyrgrrrrrrrrgyyrrgrrrrrrr,1660099091
