interid,aringstarttime,signalstate,unix_time
204820,2022-08-10 09:15:22,grrrgGGGGGrrgrrrgGGGGGrr,1660090522
204820,2022-08-10 09:15:26,grrrgyyyyyrrgrrrgyyyyyrr,1660090526
204820,2022-08-10 09:16:35,grrrgrrrrrGggrrrgrrrrrGg,1660090595
204820,2022-08-10 09:16:39,grrrgrrrrryggrrrgrrrrryg,1660090599
204820,2022-08-10 09:17:04,gGGrgrrrrrrrgGGrgrrrrrrr,1660090624
204820,2022-08-10 09:17:08,gyyrgrrrrrrrgyyrgrrrrrrr,1660090628
204820,2022-08-10 09:17:55,grrGgrrrrrrrgrrGgrrrrrrr,1660090675
204820,2022-08-10 09:17:58,grrygrrrrrrrgrrygrrrrrrr,1660090678
204820,2022-08-10 09:18:21,grrrgGGGGGrrgrrrgGGGGGrr,1660090701
204820,2022-08-10 09:18:25,grrrgyyyyyrrgrrrgyyyyyrr,1660090705
204820,2022-08-10 09:19:35,grrrgrrrrrGggrrrgrrrrrGg,1660090775
204820,2022-08-10 09:19:39,grrrgrrrrryggrrrgrrrrryg,1660090779
204820,2022-08-10 09:20:05,gGGrgrrrrrrrgGGrgrrrrrrr,1660090805
204820,2022-08-10 09:20:09,gyyrgrrrrrrrgyyrgrrrrrrr,1660090809
204820,2022-08-10 09:20:56,grrGgrrrrrrrgrrGgrrrrrrr,1660090856
204820,2022-08-10 09:20:59,grrygrrrrrrrgrrygrrrrrrr,1660090859
204820,2022-08-10 09:21:21,grrrgGGGGGrrgrrrgGGGGGrr,1660090881
204820,2022-08-10 09:21:25,grrrgyyyyyrrgrrrgyyyyyrr,1660090885
204820,2022-08-10 09:22:34,grrrgrrrrrGggrrrgrrrrrGg,1660090954
204820,2022-08-10 09:22:38,grrrgrrrrryggrrrgrrrrryg,1660090958
204820,2022-08-10 09:23:04,gGGrgrrrrrrrgGGrgrrrrrrr,1660090984
204820,2022-08-10 09:23:08,gyyrgrrrrrrrgyyrgrrrrrrr,1660090988
204820,2022-08-10 09:23:55,grrGgrrrrrrrgrrGgrrrrrrr,1660091035
204820,2022-08-10 09:23:58,grrygrrrrrrrgrrygrrrrrrr,1660091038
204820,2022-08-10 09:24:22,grrrgGGGGGrrgrrrgGGGGGrr,1660091062
204820,2022-08-10 09:24:26,grrrgyyyyyrrgrrrgyyyyyrr,1660091066
204820,2022-08-10 09:25:35,grrrgrrrrrGggrrrgrrrrrGg,1660091135
204820,2022-08-10 09:25:39,grrrgrrrrryggrrrgrrrrryg,1660091139
204820,2022-08-10 09:26:04,gGGrgrrrrrrrgGGrgrrrrrrr,1660091164
204820,2022-08-10 09:26:08,gyyrgrrrrrrrgyyrgrrrrrrr,1660091168
204820,2022-08-10 09:26:55,grrGgrrrrrrrgrrGgrrrrrrr,1660091215
204820,2022-08-10 09:26:58,grrygrrrrrrrgrrygrrrrrrr,1660091218
204820,2022-08-10 09:27:21,grrrgGGGGGrrgrrrgGGGGGrr,1660091241
204820,2022-08-10 09:27:25,grrrgyyyyyrrgrrrgyyyyyrr,1660091245
204820,2022-08-10 09:28:34,grrrgrrrrrGggrrrgrrrrrGg,1660091314
204820,2022-08-10 09:28:38,grrrgrrrrryggrrrgrrrrryg,1660091318
204820,2022-08-10 09:29:05,gGGrgrrrrrrrgGGrgrrrrrrr,1660091345
204820,2022-08-10 09:29:09,gyyrgrrrrrrrgyyrgrrrrrrr,1660091349
204820,2022-08-10 09:29:56,grrGgrrrrrrrgrrGgrrrrrrr,1660091396
204820,2022-08-10 09:29:59,grrygrrrrrrrgrrygrrrrrrr,1660091399
204822,2022-08-10 09:14:56,grrGgrrrrrrrrgrrGGgrrrrrrr,1660090496
204822,2022-08-10 09:15:00,grrygrrrrrrrrgrryygrrrrrrr,1660090500
204822,2022-08-10 09:15:21,grrrgGGGGGGrrgrrrrgGGGGGrr,1660090521
204822,2022-08-10 09:15:25,grrrgyyyyyyrrgrrrrgyyyyyrr,1660090525
204822,2022-08-10 09:16:39,grrrgrrrrrrGggrrrrgrrrrrGg,1660090599
204822,2022-08-10 09:16:43,grrrgrrrrrryggrrrrgrrrrryg,1660090603
204822,2022-08-10 09:17:06,gGGrgrrrrrrrrgGGrrgrrrrrrr,1660090626
204822,2022-08-10 09:17:10,gyyrgrrrrrrrrgyyrrgrrrrrrr,1660090630
204822,2022-08-10 09:17:57,grrGgrrrrrrrrgrrGGgrrrrrrr,1660090677
204822,2022-08-10 09:18:01,grrygrrrrrrrrgrryygrrrrrrr,1660090681
204822,2022-08-10 09:18:22,grrrgGGGGGGrrgrrrrgGGGGGrr,1660090702
