interid,aringstarttime,signalstate,unix_time
204820,2022-08-10 16:30:11,grrGgrrrrrrrgrrGgrrrrrrr,1660116611
204820,2022-08-10 16:30:14,grrygrrrrrrrgrrygrrrrrrr,1660116614
204820,2022-08-10 16:30:37,grrrgGGGGGrrgrrrgGGGGGrr,1660116637
204820,2022-08-10 16:30:41,grrrgyyyyyrrgrrrgyyyyyrr,1660116641
204820,2022-08-10 16:32:09,grrrgrrrrrGggrrrgrrrrrGg,1660116729
204820,2022-08-10 16:32:13,grrrgrrrrryggrrrgrrrrryg,1660116733
204820,2022-08-10 16:32:40,gGGrgrrrrrrrgGGrgrrrrrrr,1660116760
204820,2022-08-10 16:32:44,gyyrgrrrrrrrgyyrgrrrrrrr,1660116764
204820,2022-08-10 16:33:31,grrGgrrrrrrrgrrGgrrrrrrr,1660116811
204820,2022-08-10 16:33:34,grrygrrrrrrrgrrygrrrrrrr,1660116814
204820,2022-08-10 16:33:57,grrrgGGGGGrrgrrrgGGGGGrr,1660116837
204820,2022-08-10 16:34:01,grrrgyyyyyrrgrrrgyyyyyrr,1660116841
204820,2022-08-10 16:35:29,grrrgrrrrrGggrrrgrrrrrGg,1660116929
204820,2022-08-10 16:35:33,grrrgrrrrryggrrrgrrrrryg,1660116933
204820,2022-08-10 16:36:01,gGGrgrrrrrrrgGGrgrrrrrrr,1660116961
204820,2022-08-10 16:36:05,gyyrgrrrrrrrgyyrgrrrrrrr,1660116965
204820,2022-08-10 16:36:52,grrGgrrrrrrrgrrGgrrrrrrr,1660117012
204820,2022-08-10 16:36:55,grrygrrrrrrrgrrygrrrrrrr,1660117015
204820,2022-08-10 16:37:17,grrrgGGGGGrrgrrrgGGGGGrr,1660117037
204820,2022-08-10 16:37:21,grrrgyyyyyrrgrrrgyyyyyrr,1660117041
204820,2022-08-10 16:38:48,grrrgrrrrrGggrrrgrrrrrGg,1660117128
204820,2022-08-10 16:38:52,grrrgrrrrryggrrrgrrrrryg,1660117132
204820,2022-08-10 16:39:20,gGGrgrrrrrrrgGGrgrrrrrrr,1660117160
204820,2022-08-10 16:39:24,gyyrgrrrrrrrgyyrgrrrrrrr,1660117164
204820,2022-08-10 16:40:11,grrGgrrrrrrrgrrGgrrrrrrr,1660117211
204820,2022-08-10 16:40:14,grrygrrrrrrrgrrygrrrrrrr,1660117214
204820,2022-08-10 16:40:38,grrrgGGGGGrrgrrrgGGGGGrr,1660117238
