interid,aringstarttime,signalstate,unix_time
204820,2022-08-10 08:45:10,grrrgrrrrrGggrrrgrrrrrGg,1660088710
204820,2022-08-10 08:45:14,grrrgrrrrryggrrrgrrrrryg,1660088714
204820,2022-08-10 08:45:43,gGGrgrrrrrrrgGGrgrrrrrrr,1660088743
204820,2022-08-10 08:45:47,gyyrgrrrrrrrgyyrgrrrrrrr,1660088747
204820,2022-08-10 08:46:34,grrGgrrrrrrrgrrGgrrrrrrr,1660088794
204820,2022-08-10 08:46:37,grrygrrrrrrrgrrygrrrrrrr,1660088797
204820,2022-08-10 08:47:01,grrrgGGGGGrrgrrrgGGGGGrr,1660088821
204820,2022-08-10 08:47:05,grrrgyyyyyrrgrrrgyyyyyrr,1660088825
204820,2022-08-10 08:48:29,grrrgrrrrrGggrrrgrrrrrGg,1660088909
204820,2022-08-10 08:48:33,grrrgrrrrryggrrrgrrrrryg,1660088913
204820,2022-08-10 08:49:02,gGGrgrrrrrrrgGGrgrrrrrrr,1660088942
204820,2022-08-10 08:49:06,gyyrgrrrrrrrgyyrgrrrrrrr,1660088946
204820,2022-08-10 08:49:54,grrGgrrrrrrrgrrGgrrrrrrr,1660088994
204820,2022-08-10 08:49:57,grrygrrrrrrrgrrygrrrrrrr,1660088997
204820,2022-08-10 08:50:22,grrrgGGGGGrrgrrrgGGGGGrr,1660089022
204820,2022-08-10 08:50:26,grrrgyyyyyrrgrrrgyyyyyrr,1660089026
204820,2022-08-10 08:51:50,grrrgrrrrrGggrrrgrrrrrGg,1660089110
204820,2022-08-10 08:51:54,grrrgrrrrryggrrrgrrrrryg,1660089114
204820,2022-08-10 08:52:22,gGGrgrrrrrrrgGGrgrrrrrrr,1660089142
204820,2022-08-10 08:52:26,gyyrgrrrrrrrgyyrgrrrrrrr,1660089146
204820,2022-08-10 08:53:13,grrGgrrrrrrrgrrGgrrrrrrr,1660089193
204820,2022-08-10 08:53:16,grrygrrrrrrrgrrygrrrrrrr,1660089196
204820,2022-08-10 08:53:41,grrrgGGGGGrrgrrrgGGGGGrr,1660089221
204820,2022-08-10 08:53:45,grrrgyyyyyrrgrrrgyyyyyrr,1660089225
204820,2022-08-10 08:55:10,grrrgrrrrrGggrrrgrrrrrGg,1660089310
204820,2022-08-10 08:55:14,grrrgrrrrryggrrrgrrrrryg,1660089314
204820,2022-08-10 08:55:43,gGGrgrrrrrrrgGGrgrrrrrrr,1660089343
204820,2022-08-10 08:55:47,gyyrgrrrrrrrgyyrgrrrrrrr,1660089347
204820,2022-08-10 08:56:34,grrGgrrrrrrrgrrGgrrrrrrr,1660089394
204820,2022-08-10 08:56:37,grrygrrrrrrrgrrygrrrrrrr,1660089397
204820,2022-08-10 08:57:01,grrrgGGGGGrrgrrrgGGGGGrr,1660089421
204820,2022-08-10 08:57:05,grrrgyyyyyrrgrrrgyyyyyrr,1660089425
204820,2022-08-10 08:58:29,grrrgrrrrrGggrrrgrrrrrGg,1660089509
204820,2022-08-10 08:58:33,grrrgrrrrryggrrrgrrrrryg,1660089513
204820,2022-08-10 08:59:02,gGGrgrrrrrrrgGGrgrrrrrrr,1660089542
204820,2022-08-10 08:59:06,gyyrgrrrrrrrgyyrgrrrrrrr,1660089546
204820,2022-08-10 08:59:54,grrGgrrrrrrrgrrGgrrrrrrr,1660089594
204820,2022-08-10 08:59:57,grrygrrrrrrrgrrygrrrrrrr,1660089597
204822,2022-08-10 08:45:10,grrrgrrrrrrGggrrrrgrrrrrGg,1660088710
204822,2022-08-10 08:45:14,grrrgrrrrrryggrrrrgrrrrryg,1660088714
204822,2022-08-10 08:45:42,gGGrgrrrrrrrrgGGrrgrrrrrrr,1660088742
204822,2022-08-10 08:45:46,gyyrgrrrrrrrrgyyrrgrrrrrrr,1660088746
204822,2022-08-10 08:46:32,grrGgrrrrrrrrgrrGGgrrrrrrr,1660088792
204822,2022-08-10 08:46:36,grrygrrrrrrrrgrryygrrrrrrr,1660088796
204822,2022-08-10 08:47:01,grrrgGGGGGGrrgrrrrgGGGGGrr,1660088821
204822,2022-08-10 08:47:05,grrrgyyyyyyrrgrrrrgyyyyyrr,1660088825
204822,2022-08-10 08:48:30,grrrgrrrrrrGggrrrrgrrrrrGg,1660088910
204822,2022-08-10 08:48:34,grrrgrrrrrryggrrrrgrrrrryg,1660088914
204822,2022-08-10 08:49:02,gGGrgrrrrrrrrgGGrrgrrrrrrr,1660088942
204822,2022-08-10 08:49:06,gyyrgrrrrrrrrgyyrrgrrrrrrr,1660088946
204822,2022-08-10 08:49:52,grrGgrrrrrrrrgrrGGgrrrrrrr,1660088992
204822,2022-08-10 08:49:56,grrygrrrrrrrrgrryygrrrrrrr,1660088996
204822,2022-08-10 08:50:22,grrrgGGGGGGrrgrrrrgGGGGGrr,1660089022
204822,2022-08-10 08:50:26,grrrgyyyyyyrrgrrrrgyyyyyrr,1660089026
204822,2022-08-10 08:51:49,grrrgrrrrrrGggrrrrgrrrrrGg,1660089109
204822,2022-08-10 08:51:53,grrrgrrrrrryggrrrrgrrrrryg,1660089113
204822,2022-08-10 08:52:21,gGGrgrrrrrrrrgGGrrgrrrrrrr,1660089141
204822,2022-08-10 08:52:25,gyyrgrrrrrrrrgyyrrgrrrrrrr,1660089145
204822,2022-08-10 08:53:11,grrGgrrrrrrrrgrrGGgrrrrrrr,1660089191
204822,2022-08-10 08:53:15,grrygrrrrrrrrgrryygrrrrrrr,1660089195
